i1,j1,m,a,b,p0,p1,perr1,perr2
7476,7476,trf,-7.4997198811224335,0.8600267118966437,0.7474747474747475,0.7676767676767677,3216.4896827150856,823.9887388283522
7477,7477,trf,1.214872830976128,-0.5164902408047775,0.7474747474747475,0.7777777777777778,0.556580233006156,0.10851832988032462
7478,7478,trf,1.2148729412707149,-0.5164904663288118,0.7474747474747475,0.787878787878788,0.5565802009290989,0.10851830076313322
7479,7479,trf,1.214874437260564,-0.5164931177147765,0.7474747474747475,0.797979797979798,0.5565797352104763,0.10851793533335488
7480,7480,trf,1.214822302636768,-0.5164015067373596,0.7474747474747475,0.8080808080808082,0.556596149060147,0.10853062480271626
7481,7481,trf,1.2148741335971815,-0.5164925516177872,0.7474747474747475,0.8181818181818182,0.5565798220393559,0.10851801167232553
7482,7482,trf,1.2148246611359699,-0.5164056110595682,0.7474747474747475,0.8282828282828284,0.5565954020148107,0.10853005294422033
7483,7483,trf,1.2148868247105276,-0.5165149632444471,0.7474747474747475,0.8383838383838385,0.5565758368396594,0.10851491937171273
7484,7484,trf,-7.510664471647092,0.8593679952920336,0.7474747474747475,0.8484848484848485,3250.4089276282402,834.0233669871385
7485,7485,trf,-7.4998597813907555,0.8592872804239019,0.7474747474747475,0.8585858585858587,3215.3096688132646,825.1698911307466
7486,7486,trf,2.4998533102009164,-1.3819488765446573,0.7474747474747475,0.8686868686868687,0.14417044118737019,0.0315245841765382
7487,7487,trf,-7.506011918112179,0.8591206491243459,0.7474747474747475,0.8787878787878789,3234.781133484479,830.5047379060129
7488,7488,trf,-7.499948662453876,0.8590420250325521,0.7474747474747475,0.888888888888889,3215.052071754995,825.5977632905579
7489,7489,trf,-7.500279719198946,0.8589568875082715,0.7474747474747475,0.8989898989898991,3215.926141528464,825.9965373519775
7490,7490,trf,3.499996331529146,2.0000014994933526,0.7474747474747475,0.9090909090909092,7.266172327263766e-06,1.6167787800142374e-06
7491,7491,trf,3.4999963315291693,2.0000014994934197,0.7474747474747475,0.9191919191919192,7.266172328863415e-06,1.6167787789517584e-06
7492,7492,trf,3.4999963315291596,2.000001499493479,0.7474747474747475,0.9292929292929294,7.2661722970341166e-06,1.616778780395631e-06
7493,7493,trf,-7.511668922375358,0.8586260181658738,0.7474747474747475,0.9393939393939394,3252.023214549985,835.9340883129067
7494,7494,trf,-7.497182382590523,0.8585456587433111,0.7474747474747475,0.9494949494949496,3205.0832898311287,824.0292113638332
7495,7495,trf,-7.4925543841006474,0.8584539811551583,0.7474747474747475,0.9595959595959597,3190.0841591363787,820.3596509570963
7496,7496,trf,-7.5087597605794345,0.858366064864182,0.7474747474747475,0.9696969696969697,3242.0035520158926,833.8834642038393
7497,7497,trf,-7.508862283796073,0.8582803895337706,0.7474747474747475,0.9797979797979799,3242.1512358994637,834.096919685871
7498,7498,trf,1.2148277482046321,-0.5164109825436575,0.7474747474747475,0.98989898989899,0.5565944209106761,0.10852930484598684
7499,7499,trf,1.214879952592399,-0.5165027898646689,0.7474747474747475,1.0,0.556577992206446,0.10851659643567095
7500,7500,trf,1.2148735143182026,-0.5164915125277644,0.7575757575757577,0.0,0.5565800249870013,0.10851815849385651
7501,7501,trf,1.2148944164007653,-0.5165284836042064,0.7575757575757577,0.010101010101010102,0.5565734656554044,0.10851306175320785
7502,7502,trf,1.2148842615802722,-0.5165104524568581,0.7575757575757577,0.020202020202020204,0.556576644527011,0.10851554243920511
7503,7503,trf,1.2148348294702382,-0.5164233964324838,0.7575757575757577,0.030303030303030304,0.5565921884982072,0.10852758201600024
7504,7504,trf,1.2148347260461212,-0.516423262322524,0.7575757575757577,0.04040404040404041,0.5565922285760848,0.10852760341682345
7505,7505,trf,1.214834441200675,-0.5164227641001229,0.7575757575757577,0.05050505050505051,0.5565923170977894,0.10852767273050613
7506,7506,trf,2.499850015635172,-1.3819409847463893,0.7575757575757577,0.06060606060606061,0.14417052375667042,0.031524898771373475
7507,7507,trf,2.4998285267176223,-1.3818898014845513,0.7575757575757577,0.07070707070707072,0.144171075797671,0.03152694409292985
7508,7508,trf,1.214840089282986,-0.5164326259667297,0.7575757575757577,0.08080808080808081,0.5565905297175456,0.108526302236901
7509,7509,trf,2.49984946920776,-1.381939676951905,0.7575757575757577,0.09090909090909091,0.14417053725350687,0.0315249509508826
7510,7510,trf,2.4998264250786626,-1.3818848189928403,0.7575757575757577,0.10101010101010102,0.14417113092983638,0.03152714356430097
7511,7511,trf,2.4998487409524666,-1.3819379389286734,0.7575757575757577,0.11111111111111112,0.1441705558949578,0.03152502034013846
7512,7512,trf,1.2148235590728431,-0.5164037139865915,0.7575757575757577,0.12121212121212122,0.5565957521709699,0.10853031858615549
7513,7513,trf,1.2148220743212927,-0.5164011135624084,0.7575757575757577,0.13131313131313133,0.5565962180992309,0.10853067977217454
7514,7514,trf,1.2148730384704565,-0.5164905458498957,0.7575757575757577,0.14141414141414144,0.556580161093361,0.10851828403758135
7515,7515,trf,1.214824045143319,-0.5164045328639898,0.7575757575757577,0.15151515151515152,0.5565955972871112,0.10853020280618539
7516,7516,trf,1.2148884465247045,-0.5165179132206612,0.7575757575757577,0.16161616161616163,0.5565753399908886,0.10851451772610193
7517,7517,trf,1.2148198358440703,-0.5163971683568409,0.7575757575757577,0.17171717171717174,0.5565969257132258,0.10853122615834207
7518,7518,trf,1.2148385983751488,-0.5164299429747948,0.7575757575757577,0.18181818181818182,0.5565909935215365,0.1085266700783338
7519,7519,trf,1.2148209480246803,-0.5163991035812963,0.7575757575757577,0.19191919191919193,0.5565965721521431,0.10853095656696535
7520,7520,trf,1.2148330993865566,-0.5164203957054836,0.7575757575757577,0.20202020202020204,0.5565927388081944,0.1085280004622373
7521,7521,trf,1.214885388162543,-0.5165124144002657,0.7575757575757577,0.21212121212121213,0.5565762840878623,0.10851527020843328
7522,7522,trf,1.214842547164375,-0.5164369800850448,0.7575757575757577,0.22222222222222224,0.5565897600252091,0.1085257009564694
7523,7523,trf,1.2148876041730468,-0.5165164112460743,0.7575757575757577,0.23232323232323235,0.5565756068620756,0.10851472402531911
7524,7524,trf,1.214833005291087,-0.5164202265474298,0.7575757575757577,0.24242424242424243,0.5565927653933175,0.10852802373076989
7525,7525,trf,1.2148451879747906,-0.5164410341701647,0.7575757575757577,0.25252525252525254,0.5565888461944449,0.10852510292252225
7526,7526,trf,1.2148805532137206,-0.5165039178634524,0.7575757575757577,0.26262626262626265,0.5565778121028356,0.10851644479859694
7527,7527,trf,1.2148349578898583,-0.5164235779086557,0.7575757575757577,0.27272727272727276,0.5565921431344345,0.10852755413030804
7528,7528,trf,1.2148332146405214,-0.5164205506373482,0.7575757575757577,0.2828282828282829,0.5565926961624067,0.10852797587800583
7529,7529,trf,2.4998528025716933,-1.3819476582044796,0.7575757575757577,0.29292929292929293,0.1441704540476294,0.03152463269044267
7530,7530,trf,2.499830948903068,-1.3818955512837352,0.7575757575757577,0.30303030303030304,0.1441710126980878,0.03152671399872115
7531,7531,trf,1.2148260882390998,-0.516408085996042,0.7575757575757577,0.31313131313131315,0.5565949454180014,0.10852970776154655
7532,7532,trf,1.2148278224263478,-0.5164111484222865,0.7575757575757577,0.32323232323232326,0.5565944058253854,0.10852928392757193
7533,7533,trf,1.2148945072106008,-0.5165286080935344,0.7575757575757577,0.33333333333333337,0.5565734337493585,0.10851304229790944
7534,7534,trf,1.2148326173201958,-0.5164195403460228,0.7575757575757577,0.3434343434343435,0.5565928876963008,0.10852811854681921
7535,7535,trf,1.2148815090098148,-0.5165056239244088,0.7575757575757577,0.3535353535353536,0.5565775144151927,0.10851621066039514
7536,7536,trf,1.2148744602754376,-0.5164931447608035,0.7575757575757577,0.36363636363636365,0.556579721102673,0.10851793097043719
7537,7537,trf,2.4998520065822873,-1.3819457495079372,0.7575757575757577,0.37373737373737376,0.14417047365812216,0.03152470876972991
7538,7538,trf,2.499830135308895,-1.3818936178420012,0.7575757575757577,0.38383838383838387,0.1441710333015952,0.031526791318693834
7539,7539,trf,2.499831670029602,-1.3818972560163942,0.7575757575757577,0.393939393939394,0.1441709936951218,0.03152664567686004
7540,7540,trf,2.765314119224966,-2.6517029382796595,0.7575757575757577,0.4040404040404041,0.10404086226835611,0.024154501928861254
7541,7541,trf,1.2148779656120967,-0.5164992958202339,0.7575757575757577,0.4141414141414142,0.5565786137091789,0.10851707949183262
7542,7542,trf,1.2148398262257374,-0.5164321317438165,0.7575757575757577,0.42424242424242425,0.55659061261877,0.10852636854520714
7543,7543,trf,1.2148943134648416,-0.5165282818731367,0.7575757575757577,0.43434343434343436,0.5565734967783497,0.10851308823611158
7544,7544,trf,1.214880329815441,-0.51650346654441,0.7575757575757577,0.4444444444444445,0.5565778739016909,0.10851650374448496
7545,7545,trf,3.4999963315291365,2.000001499493478,0.7575757575757577,0.4545454545454546,7.266172327793127e-06,1.6167787803998296e-06
7546,7546,trf,2.4998308896066073,-1.381895407297182,0.7575757575757577,0.4646464646464647,0.14417101402858437,0.031526719715168815
7547,7547,trf,1.2148377782299917,-0.5164285521639668,0.7575757575757577,0.4747474747474748,0.5565912579359803,0.10852686582364728
7548,7548,trf,1.214895791536231,-0.5165308926043302,0.7575757575757577,0.48484848484848486,0.5565730329265862,0.10851272844714213
7549,7549,trf,3.4999963315291396,2.000001499493485,0.7575757575757577,0.494949494949495,7.266172326589098e-06,1.616778780512341e-06
7550,7550,trf,-7.503192601415113,0.8621195313391968,0.7575757575757577,0.5050505050505051,3232.2978241191076,823.8366108264596
7551,7551,trf,2.499829347279782,-1.3818917446953736,0.7575757575757577,0.5151515151515152,0.1441710540826337,0.03152686624525761
7552,7552,trf,2.4998493491881475,-1.3819393922116794,0.7575757575757577,0.5252525252525253,0.1441705405496584,0.03152496236020494
7553,7553,trf,-7.51152173636818,0.869880103003699,0.7575757575757577,0.5353535353535354,3276.524155624007,819.503425848171
7554,7554,trf,1.2148792605562546,-0.516501618364021,0.7575757575757577,0.5454545454545455,0.5565782155384471,0.10851676123642115
7555,7555,trf,-7.506615421275776,0.8617020793414535,0.7575757575757577,0.5555555555555556,3242.466905274904,827.2666841853749
7556,7556,trf,3.499996331533182,2.0000014994941795,0.7575757575757577,0.5656565656565657,7.266172327371972e-06,1.616778780135426e-06
7557,7557,trf,-7.512192946846726,0.8615293899091758,0.7575757575757577,0.5757575757575758,3260.205621244361,832.1421058343835
7558,7558,trf,-7.504266832785652,0.8614299289581552,0.7575757575757577,0.5858585858585859,3234.2422308843693,825.7266639564798
7559,7559,trf,-7.519018553715097,0.8613540913547014,0.7575757575757577,0.595959595959596,3282.1417765409624,838.1042624310649
7560,7560,trf,-7.509787530523768,0.8704307581380744,0.7575757575757577,0.6060606060606061,3272.0467740243503,817.297473064452
7561,7561,trf,-7.517162418610603,0.8611844514301438,0.7575757575757577,0.6161616161616162,3275.6787853944616,836.7972620399252
7562,7562,trf,-7.512334374261788,0.8611177598498123,0.7575757575757577,0.6262626262626263,3259.7443630815624,832.8579958979439
7563,7563,trf,-7.516519740198577,0.8610299132016009,0.7575757575757577,0.6363636363636365,3273.222450509479,836.4796536913319
7564,7564,trf,-7.510556013568384,0.8609452739000159,0.7575757575757577,0.6464646464646465,3253.5772747208375,831.6391962193262
7565,7565,trf,-7.504483631922735,0.8608699739557791,0.7575757575757577,0.6565656565656566,3233.7044631846807,826.7113438429856
7566,7566,trf,-7.501700312968847,0.8607756441204276,0.7575757575757577,0.6666666666666667,3224.5212118801546,824.5494728181826
7567,7567,trf,2.499830311962124,-1.381894036141042,0.7575757575757577,0.6767676767676768,0.14417102889484942,0.03152677457530004
7568,7568,trf,1.214883297910936,-0.5165088251785811,0.7575757575757577,0.686868686868687,0.5565769595228426,0.10851577154280084
7569,7569,trf,1.2148405840455572,-0.5164334911353333,0.7575757575757577,0.696969696969697,0.5565903753869872,0.10852618195757649
7570,7570,trf,1.2148423908945947,-0.516436667277431,0.7575757575757577,0.7070707070707072,0.5565898079391559,0.10852574192949065
7571,7571,trf,1.2148851901979512,-0.5165121396042555,0.7575757575757577,0.7171717171717172,0.5565763606811082,0.10851531259842621
7572,7572,trf,1.2148822199870435,-0.5165068534660973,0.7575757575757577,0.7272727272727273,0.5565772841291069,0.10851603951620004
7573,7573,trf,1.2148302205387194,-0.5164154006662038,0.7575757575757577,0.7373737373737375,0.5565936518643526,0.10852869708477805
7574,7574,trf,1.2148252034786073,-0.516406620599005,0.7575757575757577,0.7474747474747475,0.5565952379055092,0.10852991642486198
7575,7575,trf,-7.497266592040251,0.8600340985294883,0.7575757575757577,0.7575757575757577,3208.622956148998,821.9631806661976
7576,7576,trf,1.214820710788516,-0.516398744511347,0.7575757575757577,0.7676767676767677,0.5565966529460594,0.108531009965867
7577,7577,trf,1.2148205363097089,-0.5163984027600452,0.7575757575757577,0.7777777777777778,0.556596704179099,0.10853105529366487
7578,7578,trf,1.2148195833952724,-0.5163967808545111,0.7575757575757577,0.787878787878788,0.5565970115511204,0.1085312834677775
7579,7579,trf,1.2148760629390458,-0.5164959973512611,0.7575757575757577,0.797979797979798,0.5565792233854319,0.10851753838373217
7580,7580,trf,1.2148196225061492,-0.516396810096074,0.7575757575757577,0.8080808080808082,0.5565969912271009,0.10853127687732603
7581,7581,trf,1.2148758394452126,-0.5164954986288083,0.7575757575757577,0.8181818181818182,0.556579280059723,0.1085176010494188
7582,7582,trf,1.2148203826796984,-0.516398176462397,0.7575757575757577,0.8282828282828284,0.5565967591312927,0.10853108924389504
7583,7583,trf,1.2148240729944428,-0.5164046573234651,0.7575757575757577,0.8383838383838385,0.5565955969320845,0.10853019018822803
7584,7584,trf,2.4998266764852617,-1.3818854183849392,0.7575757575757577,0.8484848484848485,0.14417112434650287,0.03152711961493419
7585,7585,trf,-7.51258897947953,0.8592122581161125,0.7575757575757577,0.8585858585858587,3256.3229004346313,835.8545649412856
7586,7586,trf,2.499828502956263,-1.3818897403537809,0.7575757575757577,0.8686868686868687,0.1441710761199928,0.03152694646795558
7587,7587,trf,-7.506515788107222,0.859048472484264,0.7575757575757577,0.8787878787878789,3236.243416171929,831.034131863852
7588,7588,trf,-7.4979305949785395,0.8589633056258922,0.7575757575757577,0.888888888888889,3208.401877057023,824.0465895949097
7589,7589,trf,-7.517185605782886,0.8588931141342818,0.7575757575757577,0.8989898989898991,3270.6154433129477,840.1711026906294
7590,7590,trf,3.4999963315291707,2.0000014994932913,0.7575757575757577,0.9090909090909092,7.266172328195681e-06,1.6167787806353976e-06
7591,7591,trf,3.499996331529135,2.000001499493474,0.7575757575757577,0.9191919191919192,7.2661723274990135e-06,1.6167787801134141e-06
7592,7592,trf,3.499996331529161,2.00000149949347,0.7575757575757577,0.9292929292929294,7.266172326986136e-06,1.6167787808866205e-06
7593,7593,trf,3.4999963315291556,2.0000014994934636,0.7575757575757577,0.9393939393939394,7.266172327305131e-06,1.6167787830068808e-06
7594,7594,trf,-7.5170086515777,0.8584701816950973,0.7575757575757577,0.9494949494949496,3269.092316324441,840.6422463843899
7595,7595,trf,-7.513359523739413,0.8583912401514607,0.7575757575757577,0.9595959595959597,3257.0078304348317,837.6934400776111
7596,7596,trf,-7.502763030702061,0.8583050616262485,0.7575757575757577,0.9696969696969697,3222.4903386606675,828.991653431604
7597,7597,trf,-7.493232884485889,0.85822143601748,0.7575757575757577,0.9797979797979799,3191.740331913059,821.2435505221695
7598,7598,trf,1.214840905496834,-0.5164340958629694,0.7575757575757577,0.98989898989899,0.5565902814995787,0.10852610064710554
7599,7599,trf,1.2148357227561462,-0.5164250115241117,0.7575757575757577,1.0,0.5565919151356713,0.10852736104468674
7600,7600,trf,1.21484521343167,-0.5164415375079402,0.7676767676767677,0.0,0.55658890411505,0.10852506167043569
7601,7601,trf,1.2148807554263654,-0.5165041770652439,0.7676767676767677,0.010101010101010102,0.556577732770582,0.1085164032037382
7602,7602,trf,1.2148859329538377,-0.5165134156933794,0.7676767676767677,0.020202020202020204,0.5565761213157544,0.10851513446874264
7603,7603,trf,1.2148334197576967,-0.5164208639509408,0.7676767676767677,0.030303030303030304,0.556592625938083,0.1085279296699672
7604,7604,trf,1.2148260564347009,-0.5164080383913392,0.7676767676767677,0.04040404040404041,0.556594955946285,0.10852971487815143
7605,7605,trf,1.2148272524306123,-0.5164100679616006,0.7676767676767677,0.05050505050505051,0.5565945751756533,0.10852942899389095
7606,7606,trf,1.2148234635491195,-0.5164035492635447,0.7676767676767677,0.06060606060606061,0.5565957813309798,0.10853034161063235
7607,7607,trf,2.4998284602354346,-1.3818896430528185,0.7676767676767677,0.07070707070707072,0.14417107747015975,0.03152695042144118
7608,7608,trf,1.214893114829518,-0.5165261120060394,0.7676767676767677,0.08080808080808081,0.5565738691143122,0.10851338425689086
7609,7609,trf,1.2148401987580804,-0.5164328456156457,0.7676767676767677,0.09090909090909091,0.556590499911726,0.1085262734127801
7610,7610,trf,2.4998535908875943,-1.381949545338357,0.7676767676767677,0.10101010101010102,0.1441704341128086,0.03152455743403354
7611,7611,trf,2.499828417489475,-1.3818895426741253,0.7676767676767677,0.11111111111111112,0.14417107858868927,0.03152695447397146
7612,7612,trf,1.2148363234734194,-0.5164260438587789,0.7676767676767677,0.12121212121212122,0.5565917222970265,0.10852721649336254
7613,7613,trf,1.2148237753906344,-0.5164040746515595,0.7676767676767677,0.13131313131313133,0.5565956809320731,0.10853026730545952
7614,7614,trf,1.2148309066011458,-0.5164164901517861,0.7676767676767677,0.14141414141414144,0.5565934232993288,0.10852853865330389
7615,7615,trf,1.2148297485436423,-0.5164144745945919,0.7676767676767677,0.15151515151515152,0.5565937858620552,0.10852881916772002
7616,7616,trf,1.214884619105708,-0.5165111383808538,0.7676767676767677,0.16161616161616163,0.5565765426780063,0.1085154512423768
7617,7617,trf,1.2148242524566106,-0.5164049324576863,0.7676767676767677,0.17171717171717174,0.5565955367027748,0.10853014962841932
7618,7618,trf,1.214840888288917,-0.516434030219878,0.7676767676767677,0.18181818181818182,0.5565902807712066,0.10852610758934977
7619,7619,trf,1.2148301419053196,-0.516415197953677,0.7676767676767677,0.19191919191919193,0.5565936704637108,0.10852872101545405
7620,7620,trf,1.2148289709064355,-0.5164131386550584,0.7676767676767677,0.20202020202020204,0.5565940397791617,0.1085290063376048
7621,7621,trf,1.214889691813568,-0.5165200269400154,0.7676767676767677,0.21212121212121213,0.5565749381866957,0.10851422077138706
7622,7622,trf,1.2148382428304683,-0.5164293604451692,0.7676767676767677,0.22222222222222224,0.5565911112364342,0.10852675338159225
7623,7623,trf,1.214840521267882,-0.5164334292719832,0.7676767676767677,0.23232323232323235,0.556590398010554,0.10852619348837302
7624,7624,trf,1.2148756908551321,-0.5164953279162003,0.7676767676767677,0.24242424242424243,0.5565793383550981,0.10851763008260663
7625,7625,trf,1.2148440545056272,-0.5164395850915416,0.7676767676767677,0.25252525252525254,0.5565892824529018,0.10852533733246776
7626,7626,trf,1.2148207105398525,-0.5163987303602794,0.7676767676767677,0.26262626262626265,0.5565966530925651,0.10853101103715017
7627,7627,trf,1.2148954143438853,-0.5165302683298816,0.7676767676767677,0.27272727272727276,0.5565731616363389,0.10851281697773325
7628,7628,trf,1.2148374794898205,-0.5164280149520482,0.7676767676767677,0.2828282828282829,0.5565913484030536,0.10852693960918511
7629,7629,trf,2.499830783646522,-1.3818951558203547,0.7676767676767677,0.29292929292929293,0.1441710166286686,0.031526729781458256
7630,7630,trf,2.4998284566150692,-1.3818896387126354,0.7676767676767677,0.30303030303030304,0.14417107778435204,0.031526950637621516
7631,7631,trf,1.2148333116667769,-0.5164207782811522,0.7676767676767677,0.31313131313131315,0.5565926772609653,0.10852794809267419
7632,7632,trf,1.2148790132602907,-0.5165011242212915,0.7676767676767677,0.32323232323232326,0.5565782865135387,0.10851682580293788
7633,7633,trf,1.214879937977529,-0.5165027245634547,0.7676767676767677,0.33333333333333337,0.556577990492902,0.10851660299010764
7634,7634,trf,2.49982721437658,-1.381886687075753,0.7676767676767677,0.3434343434343435,0.14417110996839239,0.031527068708171756
7635,7635,trf,2.4998523976402676,-1.3819466862772518,0.7676767676767677,0.3535353535353536,0.14417046406472878,0.031524671425089607
7636,7636,trf,1.214821112036234,-0.5163994555730085,0.7676767676767677,0.36363636363636365,0.5565965277821557,0.108530911626673
7637,7637,trf,2.499850920985965,-1.3819431546553311,0.7676767676767677,0.37373737373737376,0.144170500941225,0.03152481233517302
7638,7638,trf,2.499831505720633,-1.381896869625407,0.7676767676767677,0.38383838383838387,0.14417099802029873,0.031526661191326105
7639,7639,trf,2.499831082875339,-1.3818958631464624,0.7676767676767677,0.393939393939394,0.14417100860868343,0.031526701430660956
7640,7640,trf,2.4998313749804697,-1.3818965612072098,0.7676767676767677,0.4040404040404041,0.1441710012216875,0.03152667356379339
7641,7641,trf,1.2148754882022101,-0.5164949358064128,0.7676767676767677,0.4141414141414142,0.5565793967391205,0.10851768221452761
7642,7642,trf,1.21481979483181,-0.5163970570770655,0.7676767676767677,0.42424242424242425,0.556596929194449,0.10853123916532469
7643,7643,trf,1.2148308525592642,-0.516416513789882,0.7676767676767677,0.43434343434343436,0.5565934567114634,0.108528542642487
7644,7644,trf,1.2148800367510366,-0.5165029540757976,0.7676767676767677,0.4444444444444445,0.5565779701054432,0.1085165745988689
7645,7645,trf,3.4999963315291502,2.0000014994934854,0.7676767676767677,0.4545454545454546,7.26617232930137e-06,1.6167787796455824e-06
7646,7646,trf,1.2148935288182374,-0.516526868743716,0.7676767676767677,0.4646464646464647,0.5565737400789095,0.10851328142467039
7647,7647,trf,1.2148391004947026,-0.5164308826398851,0.7676767676767677,0.4747474747474748,0.5565908433179504,0.10852654340706996
7648,7648,trf,1.2148257134790483,-0.5164074131904411,0.7676767676767677,0.48484848484848486,0.5565950649771716,0.10852980018817582
7649,7649,trf,3.499996331529168,2.0000014994934063,0.7676767676767677,0.494949494949495,7.266172326795885e-06,1.6167787803551256e-06
7650,7650,trf,-7.512744820803847,0.861970672645082,0.7676767676767677,0.5050505050505051,3262.998838554193,831.9663783646855
7651,7651,trf,2.4998265729205666,-1.3818851706513187,0.7676767676767677,0.5151515151515152,0.14417112719997435,0.031527129505313466
7652,7652,trf,2.499850665557091,-1.3819425373575915,0.7676767676767677,0.5252525252525253,0.1441705073501332,0.03152483684262525
7653,7653,trf,-7.499715748540872,0.8617364896417692,0.7676767676767677,0.5353535353535354,3220.2389890194713,821.5277220606598
7654,7654,trf,1.2148882478446583,-0.5165175386378167,0.7676767676767677,0.5454545454545455,0.5565753969628022,0.10851456788845641
7655,7655,trf,1.214820932854053,-0.5163991323993026,0.7676767676767677,0.5555555555555556,0.5565965839691959,0.1085309560658201
7656,7656,trf,3.4999963315291596,2.000001499493464,0.7676767676767677,0.5656565656565657,7.266172298053162e-06,1.6167787802873053e-06
7657,7657,trf,-7.516528415085652,0.8614136538620346,0.7676767676767677,0.5757575757575758,3274.1186417252648,835.925434297593
7658,7658,trf,-7.512590064753552,0.8613237611920198,0.7676767676767677,0.5858585858585859,3261.044468059823,832.7767493507853
7659,7659,trf,-7.503919492957592,0.8612486759547713,0.7676767676767677,0.595959595959596,3232.717927198366,825.6908949814191
7660,7660,trf,-7.507449657849859,0.8611840811020783,0.7676767676767677,0.6060606060606061,3244.0200749803016,828.70913387549
7661,7661,trf,-7.5011878497985,0.8610975085862872,0.7676767676767677,0.6161616161616162,3223.5710326290905,823.655448809691
7662,7662,trf,-7.5091017790325525,0.870690281911659,0.7676767676767677,0.6262626262626263,3270.374520572186,816.3655086102575
7663,7663,trf,-7.52137290538357,0.8609190146099315,0.7676767676767677,0.6363636363636365,3288.9035860679896,840.722931227605
7664,7664,trf,-7.500948522522716,0.860844915287664,0.7676767676767677,0.6464646464646465,3222.233025236898,823.8263473308743
7665,7665,trf,3.499996331529149,2.0000014994934725,0.7676767676767677,0.6565656565656566,7.266172328671259e-06,1.616778779834518e-06
7666,7666,trf,-7.5017827230491,0.8606828189566472,0.7676767676767677,0.6666666666666667,3224.5751051932834,824.7492955317314
7667,7667,trf,2.499830717237576,-1.3818949999445584,0.7676767676767677,0.6767676767676768,0.1441710184855143,0.03152673604554582
7668,7668,trf,1.214873193951815,-0.5164908891673254,0.7676767676767677,0.686868686868687,0.5565801161287256,0.10851824087178523
7669,7669,trf,1.2148365654020714,-0.5164263857037096,0.7676767676767677,0.696969696969697,0.5565916348394169,0.10852716402968832
7670,7670,trf,1.2148392922137943,-0.5164312184798022,0.7676767676767677,0.7070707070707072,0.5565907794010512,0.10852649673610858
7671,7671,trf,1.2148911202276693,-0.5165226523332518,0.7676767676767677,0.7171717171717172,0.5565745043629361,0.10851386515308499
7672,7672,trf,1.2148306948657743,-0.5164161836689443,0.7676767676767677,0.7272727272727273,0.5565934951684557,0.10852858512700156
7673,7673,trf,1.214823144411891,-0.5164029771653667,0.7676767676767677,0.7373737373737375,0.5565958831389994,0.10853042027970361
7674,7674,trf,1.2148239935051524,-0.5164044428355645,0.7676767676767677,0.7474747474747475,0.5565956104875232,0.10853021516445532
7675,7675,trf,1.214821620367166,-0.5164003055739261,0.7676767676767677,0.7575757575757577,0.5565963626466439,0.10853079118937609
7676,7676,trf,1.2148728841394898,-0.5164903442293274,0.7676767676767677,0.7676767676767677,0.5565802147396487,0.10851831629697123
7677,7677,trf,1.2148209329766122,-0.5163990888712935,0.7676767676767677,0.7777777777777778,0.5565965779174623,0.10853095931278332
7678,7678,trf,1.2148738861651314,-0.5164921398006364,0.7676767676767677,0.787878787878788,0.5565799040818205,0.10851807011929979
7679,7679,trf,1.2148261835698744,-0.5164082151681827,0.7676767676767677,0.797979797979798,0.5565949076859816,0.10852968751080819
7680,7680,trf,1.2148740724890008,-0.5164923708819872,0.7676767676767677,0.8080808080808082,0.5565798313840068,0.10851803213283305
7681,7681,trf,1.214842372841523,-0.5164366327126795,0.7676767676767677,0.8181818181818182,0.5565898150388466,0.10852574654662607
7682,7682,trf,1.2148741466083834,-0.5164925667588324,0.7676767676767677,0.8282828282828284,0.5565798180921565,0.10851800912206559
7683,7683,trf,1.2148911075098778,-0.5165225983899332,0.7676767676767677,0.8383838383838385,0.5565745041000887,0.10851387066332663
7684,7684,trf,2.4998276493256246,-1.381887720104584,0.7676767676767677,0.8484848484848485,0.14417109915433013,0.03152702740544726
7685,7685,trf,-7.50115821052486,0.8591314754563026,0.7676767676767677,0.8585858585858587,3219.139533972479,826.4717003771533
7686,7686,trf,2.76530982092812,-2.651678255685736,0.7676767676767677,0.8686868686868687,0.10404083029485427,0.024154914437887573
7687,7687,trf,-7.4988430348485275,0.858975902624257,0.7676767676767677,0.8787878787878789,3211.35389091156,824.7782754615653
7688,7688,trf,-7.51892996772212,0.858902470799716,0.7676767676767677,0.888888888888889,3276.340771328183,841.6195033816462
7689,7689,trf,-7.502316637674992,0.8588109426234766,0.7676767676767677,0.8989898989898991,3222.1755840475153,827.8904894231433
7690,7690,trf,3.4999963315291325,2.00000149949348,0.7676767676767677,0.9090909090909092,7.266172329107436e-06,1.6167787801473662e-06
7691,7691,trf,3.4999963315291347,2.0000014994934747,0.7676767676767677,0.9191919191919192,7.266172298136185e-06,1.6167787802308032e-06
7692,7692,trf,3.4999963315291365,2.000001499493489,0.7676767676767677,0.9292929292929294,7.266172328424172e-06,1.616778778920046e-06
7693,7693,trf,3.499996331529132,2.0000014994934787,0.7676767676767677,0.9393939393939394,7.266172328208745e-06,1.616778779888573e-06
7694,7694,trf,-7.494095855840141,0.858410196325935,0.7676767676767677,0.9494949494949496,3194.9143251226355,821.6834361774625
7695,7695,trf,-7.504433790565779,0.8583208796525789,0.7676767676767677,0.9595959595959597,3227.90334004503,830.3495136222288
7696,7696,trf,-7.511037473376029,0.8582431910117558,0.7676767676767677,0.9696969696969697,3249.1190926523122,835.9673004506127
